berenjena N N N N Y N N N L L N N voiceless fricative velar
berenjenas N N N N Y N N N L L N N voiceless fricative velar
vestir N N Y H Y Y N N N N N N voiced plosive bilabial
viejo N N Y H Y Y N N N N N N voiced plosive bilabial
viejo N N Y H Y Y N N N N N N voiced plosive bilabial
bienvenido none none none none none none none none none none none none none none none
bien none none none none none none none none none none none none none none none
vio N N Y H Y Y N N N N N N voiced plosive bilabial
blanco Y H Y H Y Y N N N N Y Y voiced  nasal alveolar 
blanquecina Y H Y H Y Y N N N N Y Y rounded close back
blanquecina Y B Y B Y Y N N L L Y Y voiceless fricative velar
vocal N N Y H Y Y N N N N N N voiced plosive bilabial
voy N N Y H Y Y N N N N N N voiced plosive bilabial
voy N N Y H Y Y N N N N N N voiced plosive bilabial
voy a none none none none none none none none none none none none none none none
voy a Y N Y H N Y N N L L N Y unrounded close front
voy a N N Y H Y Y N N N N N N voiced plosive bilabial
volar N N Y H Y Y N N N N N N voiced plosive bilabial
donde Y B Y B Y Y N N U U Y Y voiced plosive dental
vos los N N Y H Y Y N N N N N N voiced plosive bilabial
voy N N Y H Y Y N N N N N N voiced plosive bilabial
vudú N N Y H Y Y N N N N N N voiced approximant bilabial
burro N N N N N Y N N N N N N voiced trill alveolar
busco N N N N Y N N N N N N N voiceless fricative velar
callejón N N N N Y N N N U U N N voiced lateral palatal
callejón N N N N Y N N N U U N N voiced lateral palatal
callejón N N N N N N H N N N Y Y unrounded open central
cayó Y N Y H N Y N N L L N Y voiced fricative palatal
calabacines Y B Y B Y Y N N U U Y Y voiced approximant bilabial
salida N N N N N Y H N N N N N voiceless fricative alveolar
salida Y B Y B Y Y N N U U Y Y voiced approximant dental
salida N N N N N Y H N N N N N voiceless fricative alveolar
callejón N N N N Y N N N L L N N voiceless fricative velar
comisaría N N N N N N H N N N Y Y unrounded open central
comisaría N N N N Y N N N N N N N rounded mid back
camping Y H Y H Y Y N N N N Y Y voiced  nasal alveolar 
canción N N N N Y N N N N N N N rounded mid back
cantaríamos N N N N Y N N N N N N N rounded mid back
cantaríamos N N N N N N H N N N Y Y unrounded open central
contempló none none none none none none none none none none none none none none none
contempló N N N N Y N N N N N N N rounded mid back
cantidad N N N N N N H N N N Y Y unrounded open central
cartel N N N N N Y N N N N N N voiced tap alveolar
carácter N N N N Y N N N N N N N voiceless fricative interdental
canción N N N N Y N N N N N N N voiceless fricative interdental
canción Y H Y H Y Y N N N N Y Y voiced  nasal alveolar 
cartón none none none none none none none none none none none none none none none
garbanzos Y H Y H Y Y N N N N Y Y voiced  nasal bilabial 
garbanzos Y B Y B Y Y N N U U Y Y voiced approximant bilabial
garbanzos N N Y H Y Y N N L L N N voiced approximant velar
cárcel N N N N Y N N N N N N N voiceless fricative interdental
castaño none none none none none none none none none none none none none none none
castaño none none none none none none none none none none none none none none none
catastrófica none none none none none none none none none none none none none none none
caballero N N N N N N H N N N Y Y unrounded mid front
caballero Y B Y B Y Y N N U U Y Y voiced approximant bilabial
callejón N N N N Y N N N U U N N voiced lateral palatal
callejón N N N N Y N N N U U N N voiced lateral palatal
que Y H Y H Y Y N N N N Y Y rounded close back
que Y B Y B Y Y N N L L Y Y voiceless fricative velar
relaciona N N N N N Y N N N N N N voiced trill alveolar
conversación N N N N N Y H N N N N N voiceless fricative alveolar
conversación none none none none none none none none none none none none none none none
células Y H Y H Y Y N N N N Y Y rounded close back
células N N N N Y N N N U U N N voiced lateral alveolar
cereza none none none none none none none none none none none none none none none
servicios N N N N N Y H N N N N N voiceless fricative alveolar
civilización N N Y H Y Y N N N N N N voiced approximant bilabial
sigilosamente N N Y H Y Y N N L L N N voiced approximant velar
sigilosamente N N N N N Y H N N N N N voiceless fricative alveolar
cervatillo none none none none none none none none none none none none none none none
sigilosamente none none none none none none none none none none none none none none none
sigilosamente N N N N N Y H N N N N N voiceless fricative alveolar
kimono N N N N N N B H U U N N voiceless fricative velar
giraba Y B Y B Y Y N N U U Y Y voiced approximant bilabial
giraba N N Y H Y Y N N L L N N voiced plosive velar
circulante N N N N N Y N N N N N N voiced tap alveolar
civilización N N N N Y N N N N N N N voiceless fricative interdental
civilización N N N N N Y N Y N B N N voiceless fricative interdental
clase none none none none none none none none none none none none none none none
clerecía none none none none none none none none none none none none none none none
cogen N N Y H Y Y N N L L N N voiced approximant velar
coger N N Y H Y Y N N L L N N voiced approximant velar
cogía N N Y H Y Y N N L L N N voiced approximant velar
cogió N N Y H Y Y N N L L N N voiced approximant velar
comer none none none none none none none none none none none none none none none
con mi none none none none none none none none none none none none none none none
con mi Y H Y H Y Y N N N N Y Y voiced  nasal alveolar 
con mi N N N N Y N N N N N N N rounded mid back
compañeros N N N N Y N N N N N N N rounded mid back
comparación N N N N N Y N N N N N N voiced tap alveolar
composicional N N N N N N H N N N Y Y unrounded open central
composicional Y H Y H Y Y N N N N Y Y voiced  nasal bilabial 
composicional N N N N Y N N N N N N N rounded mid back
composicional N N N N Y N N N N N N N unrounded close front
composicional N N N N Y N N N N N N N voiceless fricative interdental
composicional N N N N Y N N N N N N N unrounded close front
composicional N N N N N Y H N N N N N voiceless fricative alveolar
composicional N N N N Y N N N N N N N rounded mid back
composicional Y B Y B Y Y N N L L Y Y voiceless plosive bilabial
composicional N N Y H N Y V V N N N Y voiced  nasal bilabial 
composicional N N N N Y N N N N N N N rounded mid back
compró none none none none none none none none none none none none none none none
comprobó Y B Y B Y Y N N U U Y Y voiced approximant bilabial
comunicación N N N N Y N N N N N N N voiceless fricative interdental
conexión none none none none none none none none none none none none none none none
conexión none none none none none none none none none none none none none none none
conectarse N N N N N Y H N N N N N voiceless fricative alveolar
conexión N N N N N N N N N N N N  voiced approximant velar
confianza N N N N N Y N Y N B N N voiceless fricative interdental
congelados N N Y H Y Y N N L L N N voiced approximant velar
conjunto N N N N Y N N N U U N N voiceless plosive dental
conurbano none none none none none none none none none none none none none none none
conurbano none none none none none none none none none none none none none none none
conurbano none none none none none none none none none none none none none none none
conurbano none none none none none none none none none none none none none none none
conservantes N N Y H Y Y N N N N N N voiced approximant bilabial
consigue Y H Y H Y Y N N N N Y Y rounded close back
consiste N N N N N Y H N N N N N voiceless fricative alveolar
cantar N N N N N N H N N N Y Y unrounded open central
conmigo none none none none none none none none none none none none none none none
conmigo none none none none none none none none none none none none none none none
conmigo none none none none none none none none none none none none none none none
conmigo none none none none none none none none none none none none none none none
contento N N N N N N H N N N Y Y unrounded mid front
contrarreloj N N N N N Y N N N N N N voiced trill alveolar
contrarreloj N N N N N Y N N N N N N voiced trill alveolar
convencerlos N N N N Y N N N U U N N voiced lateral alveolar
convencerlos N N N N N Y N N N N N N voiced tap alveolar
convencerlos N N N N N N H N N N Y Y unrounded mid front
convencerlos N N N N Y N N N N N N N voiceless fricative interdental
convencerlos Y H Y H Y Y N N N N Y Y voiced  nasal alveolar 
convencerlos N N N N N N H N N N Y Y unrounded mid front
convencerlos N N Y H Y Y N N N N N N voiced approximant bilabial
conversación N N N N N Y H N N N N N voiceless fricative alveolar
conversación N N N N Y N N N N N N N voiceless fricative interdental
conversación N N N N Y N N N N N N N voiceless fricative interdental
conversación N N N N N Y H N N N N N voiceless fricative alveolar
conversación N N N N N Y N N N N N N voiced tap alveolar
corazón a cien none none none none none none none none none none none none none none none
corazón a cien none none none none none none none none none none none none none none none
cuerpo N N N N N N H N N N Y Y unrounded mid front
cuerpo Y H Y H Y Y N N N N Y Y rounded close back
creado Y B Y B Y Y N N U U Y Y voiced approximant dental
creciente N N N N Y N N N N N N N voiceless fricative interdental
cobo N N N N Y N N N N N N N rounded mid back
cuaderno N N N N N N H N N N Y Y unrounded open central
cuidados Y B Y B Y Y N N U U Y Y voiced approximant dental
cuidados N N N N N N H N N N Y Y unrounded open central
cuidados Y B Y B Y Y N N U U Y Y voiced approximant dental
cuidados N N N N Y N N N N N N N unrounded close front
huevos N N Y H Y Y N N N N N N voiced approximant bilabial
huevos N N Y N N Y N N U U N Y none none none
cueva none none none none none none none none none none none none none none none
cuerpo Y B Y B Y Y N N L L Y Y voiceless plosive bilabial
gusta N N N N Y N N N U U N N voiceless plosive dental
gusta N N N N N Y H N N N N N voiceless fricative alveolar
gusta N N Y H Y Y N N L L N N voiced plosive velar
cuesta N N N N N Y H N N N N N voiceless fricative alveolar
jugar N N N N Y N N N L L N N voiceless fricative velar
cuando N N N N N N H N N N Y Y unrounded open central
cuerpo N N N N N N H N N N Y Y unrounded mid front
cuesta N N N N N N H N N N Y Y unrounded mid front
gusta N N Y H Y Y N N L L N N voiced plosive velar
circulante N N N N Y N N N N N N N unrounded close front
deprisa none none none none none none none none none none none none none none none
de agua none none none none none none none none none none none none none none none
de cartón none none none none none none none none none none none none none none none
de casa none none none none none none none none none none none none none none none
beber Y B Y B Y Y N N U U Y Y voiced approximant bilabial
beber Y B Y B Y Y N N U U Y Y voiced approximant bilabial
dedique Y H Y H Y Y N N N N Y Y rounded close back
dedique Y B Y B Y Y N N L L Y Y voiceless fricative velar
dejar N N N N Y N N N L L N N voiceless fricative velar
dejen N N N N Y N N N L L N N voiceless fricative velar
de gente N N N N Y N N N U U N N voiceless plosive dental
de gente none none none none none none none none none none none none none none none
de hierbabuena Y B Y B Y Y N N U U Y Y voiced approximant bilabial
de hierbabuena none none none none none none none none none none none none none none none
decir N N N N Y N N N N N N N voiceless fricative interdental
de al N N N N N N H N N N Y Y unrounded open central
de al none none none none none none none none none none none none none none none
de la ley none none none none none none none none none none none none none none none
de la ley none none none none none none none none none none none none none none none
del año none none none none none none none none none none none none none none none
de litros none none none none none none none none none none none none none none none
de mar none none none none none none none none none none none none none none none
de pollo none none none none none none none none none none none none none none none
cerca N N N N Y N N N N N N N voiceless fricative velar
berenjena N N N N Y N N N L L N N voiceless fricative velar
berenjena Y B Y B Y Y N N U U Y Y voiced plosive bilabial
dentro Y H Y H Y Y N N N N Y Y voiced  nasal alveolar 
desde none none none none none none none none none none none none none none none
desarrollo N N N N Y N N N U U N N voiced lateral palatal
desarrollo N N N N Y N N N U U N N voiced lateral palatal
desarrollo N N N N Y N N N N N N N rounded mid back
desarrollo N N N N N Y N N N N N N voiced trill alveolar
desarrollo N N N N N Y N N N N N N voiced trill alveolar
desarrollo N N N N N N H N N N Y Y unrounded open central
desarrollo N N N N N Y H N N N N N voiceless fricative alveolar
desarrollo N N N N N N H N N N Y Y unrounded mid front
desarrollo N N N N Y N N N U U N N voiced lateral palatal
desarrollo N N N N Y N N N U U N N voiced lateral palatal
descontado none none none none none none none none none none none none none none none
descontado none none none none none none none none none none none none none none none
desinencias N N N N N N H N N N Y Y unrounded mid front
desinencias N N N N Y N N N N N N N unrounded close front
desechando none none none none none none none none none none none none none none none
desobediente Y B Y B Y Y N N U U Y Y voiced approximant bilabial
disparó N N N N Y N N N N N N N unrounded close front
destrozo N N N N N Y N Y N B N N voiceless fricative interdental
dermatología none none none none none none none none none none none none none none none
dermatología none none none none none none none none none none none none none none none
dermatología none none none none none none none none none none none none none none none
dermatología none none none none none none none none none none none none none none none
deben Y B Y B Y Y N N U U Y Y voiced approximant bilabial
deber Y B Y B Y Y N N U U Y Y voiced approximant bilabial
debía Y B Y B Y Y N N U U Y Y voiced approximant bilabial
de vidrio N N N N Y N N N N N N N unrounded close front
de vidrio none none none none none none none none none none none none none none none
debilidad Y B Y B Y Y N N U U Y Y voiced approximant bilabial
debilidad Y B Y B Y Y N N U U Y Y voiced approximant bilabial
dibujo N N N N Y N N N L L N N voiceless fricative velar
dicen poco none none none none none none none none none none none none none none none
difícil N N N N Y N N N N N N N voiceless fricative velar
difícil N N N N Y N H N U B N N voiceless fricative labiodental
difícil none none none none none none none none none none none none none none none
disfraces N N N N N Y H N N N N N voiceless fricative alveolar
dije N N N N Y N N N L L N N voiceless fricative velar
dijeron N N N N Y N N N L L N N voiceless fricative velar
dijo N N N N Y N N N L L N N voiceless fricative velar
dirigirse none none none none none none none none none none none none none none none
discusión none none none none none none none none none none none none none none none
discusión none none none none none none none none none none none none none none none
discusión none none none none none none none none none none none none none none none
distintas N N N N N N H N N N Y Y unrounded open central
distorsión N N N N N Y H N N N N N voiceless fricative alveolar
distorsionado N N N N N Y H N N N N N voiceless fricative alveolar
distintas Y H Y H Y Y N N N N Y Y voiced  nasal alveolar 
distintas N N N N Y N N N N N N N unrounded close front
distintas N N N N Y N N N U U N N voiceless plosive dental
distintas N N N N N Y H N N N N N voiceless fricative alveolar
distintas N N N N Y N N N N N N N unrounded close front
discutiendo y al none none none none none none none none none none none none none none none
discutiendo y al none none none none none none none none none none none none none none none
discutiendo y al N N N N Y N N N N N N N voiceless fricative velar
dictado N N N N Y N N N N N N N voiceless fricative velar
dibujo N N N N Y N N N L L N N voiceless fricative velar
dibujo Y B Y B Y Y N N U U Y Y voiced approximant bilabial
dibujo Y B Y B Y Y N N U U Y Y voiced approximant bilabial
dicho N N Y N N Y N N U U N Y none none none
dicho N N N N Y N N N N N N N voiceless affricate palatal
diciembre N N N N Y N N N N N N N voiceless fricative interdental
zoo N N N N Y N N N N N N N rounded mid back
zoo N N N N N Y N Y N B N N voiceless fricative interdental
domingo Y H Y H Y Y N N N N Y Y voiced  nasal bilabial 
doctor N N N N Y N N N N N N N voiceless fricative velar
doctor N N N N Y N N N N N N N voiceless fricative velar
el N N N N N N H N N N Y Y unrounded mid front
en N N N N N N H N N N Y Y unrounded mid front
escribe Y B Y B Y Y N N U U Y Y voiced approximant bilabial
escribe N N N N N Y H N N N N N voiceless fricative alveolar
extraña none none none none none none none none none none none none none none none
extraña none none none none none none none none none none none none none none none
extraña none none none none none none none none none none none none none none none
extraña none none none none none none none none none none none none none none none
escena N N N N N Y H N N N N N voiceless fricative alveolar
hecha N N Y N N Y N N U U N Y none none none
ejemplo N N N N Y N N N L L N N voiceless fricative velar
ejercicios N N N N Y N N N L L N N voiceless fricative velar
ejercicio N N N N Y N N N N N N N voiceless fricative interdental
ejercicio N N N N Y N N N L L N N voiceless fricative velar
el interior none none none none none none none none none none none none none none none
ello se debe none none none none none none none none none none none none none none none
ello se debe none none none none none none none none none none none none none none none
el señor none none none none none none none none none none none none none none none
envía none none none none none none none none none none none none none none none
envía none none none none none none none none none none none none none none none
envía none none none none none none none none none none none none none none none
envuelve N N N N Y N N N U U N N voiced lateral alveolar
envuelve N N Y H Y Y N N N N N N voiced approximant bilabial
envuelve Y H Y H Y Y N N N N Y Y voiced  nasal alveolar 
hemos N N Y N N Y N N U U N Y none none none
hemos N N Y N N Y N N U U N Y none none none
empezado N N N N N Y N Y N B N N voiceless fricative interdental
empecé N N N N Y N N N N N N N voiceless fricative interdental
embarcación N N Y H N Y V V N N N Y voiced  nasal bilabial 
encuentra N N N N N N H N N N Y Y unrounded mid front
adentró none none none none none none none none none none none none none none none
adentró none none none none none none none none none none none none none none none
energía N N N N Y N N N N N N N unrounded close front
enlace N N N N Y N N N N N N N voiceless fricative interdental
enseñarle none none none none none none none none none none none none none none none
enseñarle none none none none none none none none none none none none none none none
enseño none none none none none none none none none none none none none none none
enseño none none none none none none none none none none none none none none none
entera N N N N N N H N N N Y Y unrounded mid front
entonces N N N N Y N N N N N N N voiceless fricative interdental
entrar N N N N N N H N N N Y Y unrounded open central
enviado N N N N Y N N N N N N N unrounded close front
envuelve Y H Y H Y Y N N N N Y Y rounded close back
ecualizador N N N N Y N N N N N N N voiceless fricative velar
ecualizar N N N N Y N N N N N N N voiceless fricative velar
hermano none none none none none none none none none none none none none none none
hermano N N Y N N Y N N U U N Y none none none
era none none none none none none none none none none none none none none none
era none none none none none none none none none none none none none none none
era none none none none none none none none none none none none none none none
agua none none none none none none none none none none none none none none none
agua none none none none none none none none none none none none none none none
hermana N N Y N N Y N N U U N Y none none none
hermano N N Y N N Y N N U U N Y none none none
esta none none none none none none none none none none none none none none none
estaba Y B Y B Y Y N N U U Y Y voiced approximant bilabial
estaba none none none none none none none none none none none none none none none
escribimos none none none none none none none none none none none none none none none
escribimos N N N N N Y N N N N N N voiced tap alveolar
excitación N N N N N N N N N N N N  voiced approximant velar
escribe Y B Y B Y Y N N U U Y Y voiced approximant bilabial
escriben Y B Y B Y Y N N U U Y Y voiced approximant bilabial
escribió Y B Y B Y Y N N U U Y Y voiced approximant bilabial
españa none none none none none none none none none none none none none none none
especiales N N N N N N H N N N Y Y unrounded mid front
explica N N N N N N N N N N N N  voiced approximant velar
esos none none none none none none none none none none none none none none none
estadísticamente N N N N N N H N N N Y Y unrounded open central
esta none none none none none none none none none none none none none none none
estaba Y B Y B Y Y N N U U Y Y voiced approximant bilabial
estabais Y B Y B Y Y N N U U Y Y voiced approximant bilabial
estaban Y B Y B Y Y N N U U Y Y voiced approximant bilabial
estabas Y B Y B Y Y N N U U Y Y voiced approximant bilabial
extranjero N N N N N N N N N N N N  voiced approximant velar
estuvo N N Y H Y Y N N N N N N voiced approximant bilabial
entusiasmo Y H Y H Y Y N N N N Y Y voiced  nasal alveolar 
entonces Y H Y H Y Y N N N N Y Y voiced  nasal alveolar 
evaluación N N N N N N H N N N Y Y unrounded open central
ejemplo N N N N Y N N N L L N N voiceless fricative velar
excepto none none none none none none none none none none none none none none none
excepto none none none none none none none none none none none none none none none
excepto none none none none none none none none none none none none none none none
experimentos N N N N Y N N N N N N N unrounded close front
excepto Y B Y B Y Y N N L L Y Y voiceless plosive bilabial
excepto N N N N Y N N N N N N N voiceless fricative interdental
esplendor N N N N N Y H N N N N N voiceless fricative alveolar
expresión N N N N N Y H N N N N N voiceless fricative alveolar
extraño none none none none none none none none none none none none none none none
extensión N N N N N Y H N N N N N voiceless fricative alveolar
extravagante N N Y H Y Y N N N N N N voiced approximant bilabial
extensión N N N N N Y H N N N N N voiceless fricative alveolar
extensión none none none none none none none none none none none none none none none
extensión none none none none none none none none none none none none none none none
